"name","address1_composite","address2_composite","telephone1","websiteurl","chc_256characterstatement","sl_federalein","chc_ntee1","chc_ntee2","chc_ntee3"
"Water Mission","1150 Molly Greene Way Bldg 1605
North Charleston, SC 29405
USA","PO Box 63320
Charlotte, NC 28263
USA","843-769-7395","https://www.watermission.org","Water Mission is a Christian engineering organization that designs and implements safe water, sanitation and hygiene solutions for people in developing countries and disaster areas.","571116978","M  Public Safety, Disaster Preparedness and Relief","P  Human Services","E  Health General & Rehabilitative"
"Wilderness Inquiry","1611 County Rd B West Ste 315
Saint Paul, MN 55113
USA",,"612-676-9400","https://www.wildernessinquiry.org/","Wilderness Inquiry’s mission is to connect people of all ages, backgrounds, and abilities to each other and the natural world through shared outdoor experiences.","930708637","O  Youth Development","E  Health General & Rehabilitative","C  Environmental Quality Protection, Beautification"
"Wisconsin Association for Perinatal Care","211 S Paterson St Ste 250
Madison, WI 53703
USA",,"608-285-5858","http://www.perinatalweb.org","The Wisconsin Association for Perinatal Care is the premier multidisciplinary association providing leadership, advocacy, and education to improve perinatal health outcomes of women, infants, and their families","391363820","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","S  Community Improvement, Capacity Building"
"Wisconsin Parkinson Association","13400 Bishops Ln Ste 120
Brookfield, WI 53005
USA",,"414-312-6990","http://www.wiparkinson.org","WPA expands medical professional and public awareness and understanding about Parkinson disease so that people impacted by PD are best equipped to manage their disease.","391492810","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative","W  Public, Society Benefit"
"Wisconsin Women's Health Foundation","2503 Todd Dr
Madison, WI 53713
USA",,"800-448-5148","http://www.wwhf.org","WWHF provides women's health programs and education, focusing on prevention and early detection of diseases that affect women the most.","391900678","B  Educational Institutions","E  Health General & Rehabilitative","P  Human Services"
"ZERO Prostate Cancer, Texas, Texas/Oklahoma Chapter","515 King St Ste 420
Expired Address
Alexandria, VA 22314
USA",,"817-313-4612","https://zerocancer.org/","ZERO will save lives and stop pain and suffering by advancing research, encouraging action, providing education and support to men and their families.","593400922","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","W  Public, Society Benefit"
"Alzheimer's Association, North Dakota, Minnesota-North Dakota Chapter, Fargo","2631 12th Ave S Ste C
Fargo, ND 58103
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","952-830-0512","http://www.alz.org/mnnd","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"National Kidney Foundation, South Dakota, Central, Dakotas","101 S Reid St Ste 307
Sioux Falls, SD 57103
USA","1970 Oakcrest Ave Ste 208
Saint Paul, MN 55113
USA","605-360-4939","http://www.kidney.org","We are the largest, most effective, and longstanding organization fighting kidney disease, a growing public health problem affecting 1 in 3 Americans and their families.","131673104","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Citizens United for Research in Epilepsy (CURE)","420 N Wabash Ave Ste 650
Chicago, IL 60611
USA","PO Box 10572
Chicago, IL 60610
USA","312-255-1801","https://www.cureepilepsy.org/","Our mission is to find a cure for epilepsy, by promoting and funding patient-focused research. Our commitment is unrelenting.","364253176","H  Medical Research","G  Disease, Disorders, Medical Disciplines","U  Science and Technology Research Institutes"
"[Training] Hawaii Hope House","1199 Fairfax St
Alexandria, VA 22314","777 G Dearborn Park Lane
Columbus, OH 43085
Test","444-444-4444","https://www.google.com","x","test","B  Educational Institutions","C  Environmental Quality Protection, Beautification","C  Environmental Quality Protection, Beautification"
"Mazzoni Center","1348 Bainbridge St
Philadelphia, PA 19147
USA",,"215-563-0652","http://www.mazzonicenter.org","To provide quality, comprehensive health and wellness services in an LGBT-focused environment, preserving the dignity and improving the quality of life of those we serve.
","232176338","E  Health General & Rehabilitative","F  Mental Health, Crisis Intervention","R  Civil Rights, Social Action, Advocacy"
"The Michael J. Fox Foundation for Parkinson's Research","Grand Central Station
PO Box 4777
New York, NY 10163
USA","111 W 33rd St 10th Fl
New York, NY 10001
USA","800-708-7644","http://www.michaeljfox.org","One urgent goal: Eliminate Parkinson's disease in our lifetime. 88 cents of every dollar spent goes to research, with over $950 million granted since 2000.","134141945","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"Alzheimer's Association, California, California Southland Chapter, Beverly Hills","9606 S Santa Monica Blvd Ste 200
Beverly Hills, CA 90210
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","323-309-8821","http://www.alz.org/socal","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Jersey, Delaware Valley Chapter, Marlton","3 Eves Dr Ste 310
Marlton, NJ 08053
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","215-561-2919","http://www.alz.org/delval","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Texas, Capital of Texas Chapter, Austin","5508 Hwy 290 W Ste 206
Austin, TX 78735
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","512-592-0990","http://www.alz.org/texascapital","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, California, Orange County Chapter, Orange","770 The City Dr S Ste 7400
Orange, CA 92868
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","949-426-8544","http://www.alz.org/oc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New York, New York City Chapter, New York","60 E 42nd St Ste 2240
New York, NY 10165
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","646-418-4466","http://www.alz.org/nyc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"March of Dimes, Iowa, Des Moines","2910 Westown Pkwy Ste 301
Virtual Office
West Des Moines, IA 50266
USA","1275 Mamaroneck Ave
White Plains, NY 10605
USA","515-243-2244","http://www.marchofdimes.org","Prematurity is the #1 killer of babies in the United States. Donations are used to fund research, educational programs, community services and advocacy efforts focused on giving every child a fighting chance at a healthy start.","131846366","H  Medical Research","E  Health General & Rehabilitative","P  Human Services"
"March of Dimes, Puerto Rico","Urb Perez Morris Calle Ponce 40
Hato Rey PR 00918
Puerto Rico","1275 Mamaroneck Ave
White Plains, NY 10605
USA","787-765-6052","http://www.marchofdimes.org","Prematurity is the #1 killer of babies in the United States. Donations are used to fund research, educational programs, community services and advocacy efforts focused on giving every child a fighting chance at a healthy start.","131846366","H  Medical Research","E  Health General & Rehabilitative","P  Human Services"
"Planned Parenthood of Michigan","950 Victors Way Ste 100
Ann Arbor, MI 48108
USA",,"734-926-4765","http://www.ppmi.org","PPAM works to ensure that everyone in our state has access to high quality & affordable reproductive health care regardless of age, race, gender, ethnicity, sexual orientation, and/or ability to pay.","381707521","E  Health General & Rehabilitative","B  Educational Institutions","R  Civil Rights, Social Action, Advocacy"
"Special Olympics Oklahoma","6835 S Canton Ave
Tulsa, OK 74136
USA","8080 Crystal Park Ave
Oklahoma City, OK 73139
USA","918-481-1234","http://www.sook.org","Dedicated to empowering individuals with intellectual disabilities to become physically fit, productive, respected members of society through sports, health and wellness programs, and leadership development.","237174120","P  Human Services","N  Recreation, Sports, Leisure, Athletics","H  Medical Research"
"Alliance Defending Freedom","15100 N 90th St
Scottsdale, AZ 85260
USA",,"800-835-5233","http://www.adflegal.org","A legal alliance defending the right to hear and speak the Truth in the areas of religious liberty, family values, and sanctity of life.","541660459","R  Civil Rights, Social Action, Advocacy","X  Religion, Spiritual Development","W  Public, Society Benefit"
"St. Jude Children's Research Hospital, Illinois (serving Southern Illinois)","4722 N Sheridan Rd
Peoria, IL 61614
USA",,"309-715-4100","http://www.stjude.org","St. Jude Children’s Research Hospital leads the way the world understands, treats and defeats childhood cancer and other life-threatening diseases. Families never receive a bill from St. Jude. St. Jude treats kids from all 50 states and around the world.","351044585","H  Medical Research","G  Disease, Disorders, Medical Disciplines","E  Health General & Rehabilitative"
"Oklahoma Institute for Child Advocacy","2915 N Classen Blvd Ste 320
Oklahoma City, OK 73106
USA",,"405-236-5437","http://www.oica.org","Creating awareness, taking action and changing policy to improve the health, safety and well-being of Oklahoma's children.","731192768","R  Civil Rights, Social Action, Advocacy","O  Youth Development","P  Human Services"
"Sickle Cell Association of Texas Marc Thomas Foundation, Texas, Houston","2500 E TC Jester Blvd Ste 178
Houston, TX 77008
USA","314 E Highland Mall Blvd Ste 411
Austin, TX 78752
USA","713-534-1712","http://www.sicklecelltx.org","Providing hope and help; including education, awareness, financial assistance, referrals, support groups, a special needs free weeklong children's camp, collaborative research, newborn notification and screening.","742934173","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Albertina Kerr Centers, Oregon","424 NE 22nd Ave
Portland, OR 97232
USA",,"503-239-8101","http://www.albertinakerr.org","Kerr works to empower children and adults struggling with intellectual and/or developmental disabilities and mental health challenges to thrive so they can lead fulfilling lives.","930386780","P  Human Services","F  Mental Health, Crisis Intervention","O  Youth Development"
"Cancer Research America - NFCR","5515 Security Ln Ste 1105
Rockville, MD 20852
USA",,"800-321-2873","https://www.nfcr.org/","Dedicated to providing scientists the funding they need to make game-changing discoveries in cancer treatments, detection and ultimately, a cure for all types of cancer.","042531031","E  Health General & Rehabilitative","H  Medical Research","U  Science and Technology Research Institutes"
"American Heart Association, Colorado, Southwest Affiliate, Denver","1777 S Harrison St Ste 500
Denver, CO 80210
USA","10900 Stonelake Blvd Ste 320
Austin, TX 78759
USA","303-801-4630","http://www.heart.org","Fights heart disease and stroke through medical research and education at the school site, work site and the community at large.","135613797","B  Educational Institutions","H  Medical Research","E  Health General & Rehabilitative"
"American Cancer Society, Hawaii, West Region, Hawaii Market","2370 Nuuanu Ave
Honolulu, HI 96817
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","808-595-7544","http://www.cancer.org","At the American Cancer Society, we do much more than breakthrough research. We offer free rides to treatment, a 24/7 helpline, and free lodging near hospitals when treatment is far from home. That’s how we’re attacking cancer from every angle.","131788491","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"American Cancer Society, Missouri, North Region, Saint Louis Market","1001 Craig Rd 350
Saint Louis, MO 63146
USA","3380 Chastain Meadows Pkwy NW
Kennesaw, GA 30144
USA","314-286-8100","http://www.cancer.org","At the American Cancer Society, we do much more than breakthrough research. We offer free rides to treatment, a 24/7 helpline, and free lodging near hospitals when treatment is far from home. That’s how we’re attacking cancer from every angle.","131788491","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Epilepsy Foundation, Nevada","3540 W Sahara Ave No 126
Las Vegas, NV 89102
USA",,"702-583-3646","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Epilepsy Foundation, Utah","63 E 11400 S No 128
Sandy, UT 84070
USA",,"385-313-3288","https://www.epilepsy.com","Epilepsy Foundation’s mission is to stop seizures & SUDEP, find a cure & overcome the challenges created by epilepsy through education, advocacy & research to accelerate new therapies, and to improve the lives of people impacted by epilepsy & seizures.","520856660","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","P  Human Services"
"Alzheimer's Association, Arizona, Desert Southwest Chapter, Tucson","2990 N Swan Rd
Tucson, AZ 85712
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","602-528-0545","http://www.alz.org/dsw","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, California, California Southland Chapter, Palm Desert","74020 Alessandro Dr Ste A
Palm Desert, CA 92260
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","323-309-8821","http://www.alz.org/socal","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Colorado, Colorado Chapter, Colorado Springs","1520 N Union Blvd
Colorado Springs, CO 80909
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","303-813-1669","http://www.alz.org/co","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Colorado, Colorado Chapter, Grand Junction","2232 N 7th St Ste B1
Grand Junction, CO 81501
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","303-813-1669","http://www.alz.org/co","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Florida, Central & North Florida Chapter, Gainesville","2727 NW 43rd St Ste 5B
Gainesville, FL 32606
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","407-951-7992","http://www.alz.org/cnfl","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Florida, Southeast Florida Chapter, Miami","7270 NW 12th St
Miami, FL 33126
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","954-786-1533","http://www.alz.org/seflorida","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Illinois, Illinois Chapter, Bloomington","1710 R T Dunn Dr
Bloomington, IL 61701
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","847-933-2413","http://www.alz.org/illinois","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Illinois, Illinois Chapter, Springfield","2309 W White Oaks Dr Ste E
Springfield, IL 62704
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","847-933-2413","http://www.alz.org/illinois","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Indiana, Greater Indiana Chapter, Fort Wayne","7221 Engle Rd
Fort Wayne, IN 46804
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","317-575-9620","http://www.alz.org/indiana","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Iowa, Iowa Chapter, Davenport","1225 E River Dr
Davenport, IA 52803
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","515-440-2722","http://www.alz.org/iowa","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Iowa, Iowa Chapter, Sioux City","3535 Southern Hills Dr
Sioux City, IA 51106
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","515-440-2722","http://www.alz.org/iowa","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Louisiana, Louisiana Chapter, Shreveport","831 Kings Hwy
Shreveport, LA 71104
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","504-613-6505","http://www.alz.org/louisiana","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Maryland, Greater Maryland Chapter, Frederick","108 Byte Dr Ste 103
Frederick, MD 21702
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","410-561-9099","http://www.alz.org/maryland","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Maryland, Greater Maryland Chapter, Salisbury","909 Progress Cir Ste 400
Salisbury, MD 21804
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","410-561-9099","http://www.alz.org/maryland","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Massachusetts, Massachusetts/New Hampshire Chapter, Worcester","101 N Parkway Ste 105
Worcester, MA 01605
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","617-868-6718","http://www.alz.org/manh","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Greater Michigan Chapter, Grand Rapids","4081 Cascade Rd SE
Grand Rapids, MI 49546
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","248-351-0280","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Greater Michigan Chapter, Marquette","1229 W Washington St
Marquette, MI 49855
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","248-351-0280","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Greater Michigan Chapter, Traverse City","921 W 11th St Ste 1W
Traverse City, MI 49684
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","248-351-0280","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Greater Michigan Chapter, Kalamazoo","200 Turwill Ln Ste 6
Kalamazoo, MI 49006
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","248-351-0280","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Greater Michigan Chapter, Muskegon","549 Seminole Rd Ste 103
Muskegon, MI 49444
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","248-351-0280","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Michigan, Great Lakes Chapter, Okemos","2111 University Park Dr Ste 200
Okemos, MI 48864
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","734-369-2716","http://www.alz.org/gmc","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Minnesota, Minnesota-North Dakota Chapter, Rochester","3261 19th St NW
Rochester, MN 55901
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","952-830-0512","http://www.alz.org/mnnd","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Minnesota, Minnesota-North Dakota Chapter, Saint Cloud","600 25th Ave S
Saint Cloud, MN 56301
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","952-830-0512","http://www.alz.org/mnnd","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Missouri, Greater Missouri Chapter, Springfield","901 E Saint Louis St
Springfield, MO 65806
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","314-432-3422","https://www.alz.org/greatermissouri","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Nebraska, Nebraska Chapter, Lincoln","245 S 84st St
Lincoln, NE 68510
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","402-502-4300","http://www.alz.org/nebraska","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Nevada, Desert Southwest Chapter, Las Vegas","5190 S Valley View Blvd Ste 104
Las Vegas, NV 89118
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","602-528-0545","http://www.alz.org/dsw","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Hampshire, Massachusetts/New Hampshire Chapter, Bedford","166 S River Rd Ste 210
Bedford, NH 03110
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","617-868-6718","http://www.alz.org","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Jersey, Delaware Valley Chapter, Northfield","25 Dolphin Ave Bldg D Ground Fl
Northfield, NJ 08225
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","215-561-2919","http://www.alz.org/delval","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Mexico, New Mexico Chapter, Farmington","3300 N Butler Ste 221
Farmington, NM 87401
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","505-266-4473","http://www.alz.org/newmexico","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Mexico, New Mexico Chapter, Las Cruces","141 Roadrunner Pkwy
Las Cruces, NM 88011
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","505-266-4473","http://www.alz.org/newmexico","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Mexico, New Mexico Chapter, Roswell","500 N Main St
Roswell, NM 88201
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","505-266-4473","http://www.alz.org/newmexico","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, New Mexico, New Mexico Chapter, Santa Fe","1409 Luisa St
Santa Fe, NM 87505
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","505-266-4473","http://www.alz.org/newmexico","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, North Carolina, Western Carolina Chapter, Greensboro","4615 Dundas Dr Ste 103
Greensboro, NC 27407
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","980-498-7760","http://www.alz.org/northcarolina","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, North Dakota, Minnesota-North Dakota Chapter, Bismarck","600 S 2nd St
Bismarck, ND 58504
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","952-830-0512","http://www.alz.org/mnnd","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
"Alzheimer's Association, Ohio, Cleveland Area Chapter, Avon","37309 Harvest Ave
Avon, OH 44011
USA","225 N Michigan Ave Ste 1700
Chicago, IL 60601
USA","216-342-5556","http://www.alz.org/cleveland","The Alzheimer’s Association is the leading voluntary health organization in Alzheimer’s care and support and the largest private, nonprofit funder of Alzheimer’s research.","133039601","E  Health General & Rehabilitative","G  Disease, Disorders, Medical Disciplines","H  Medical Research"
